Brand,Series,Thickness,Weight,Operating System,Display Size,Display Touchscreen,Processor,Graphic Processor,RAM_Capacity_GB,RAM Type,SSD Capacity,HDD Capacity,Battery Capacity,Fingerprint scanner,Price (Rs)
Asus,ROG Strix G15,25.9,2.3,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 - 6800h,nvidia geforce rtx 3060,16.0,DDR5,1.0,,,,87044.0
Acer,Nitro V,23.5,2.1,Windows 11 Home Basic,15.6,No,intel core i5-13420h,nvidia geforce rtx 3050,16.0,DDR5,512.0,,57.0,No,79990.0
Asus,VivoBook 15,22.9,1.9,Windows 10 Home Basic,15.6,No,intel core i3-10110u (10th gen),intel uhd,4.0,DDR4,,1.0,,No,34990.0
Lenovo,Miix,,1.02,Windows 10 Professional,10.1,Yes,intel atom quad core x5-z8350,intel hd graphics,4.0,DDR4,128.0,,,No,25489.0
Asus,VivoBook Ultra,17.0,1.6,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,,,Yes,44990.0
Lenovo,Legion,20.0,2.1,Windows 10 Home Basic,15.6,No,intel core i7-10750h (10th gen),nvidia geforce rtx 2070,16.0,DDR4,1.0,,,No,161494.0
HP,,24.6,,DOS,15.6,No,intel core i5-8250u (8th gen),intel uhd 620,4.0,DDR4,,1.0,,No,38990.0
Lenovo,Ideapad Slim 5i,20.0,1.66,Windows 11 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,59900.0
HP,250,72.0,1.74,Windows 11 Home Basic,15.6,No,intel core i3-1005g1 (11th gen),intel integrated,8.0,DDR4,,1.0,,,39990.0
Asus,Vivobook,19.9,1.8,Windows 10 Home Basic,15.6,No,amd dual core athlon 3150u,amd radeon,4.0,DDR4,,1.0,,Yes,26990.0
HP,Pavilion,23.9,2.2,Windows 8.1,15.6,No,intel core i5-4210u,nvidia geforce 830m,4.0,DDR3,,1.0,,No,47890.0
HP,,19.9,1.43,Windows 10 Home Basic,14.0,No,intel core i5-8265u (8th gen),amd radeon 530,8.0,DDR4,256.0,1.0,,No,57990.0
Lenovo,Ideapad,,2.2,Windows 10 Home Basic,15.6,No,intel core i5-8250u (8th gen),intel uhd 620,8.0,DDR4,,1.0,,No,54990.0
Lenovo,,10.2,2.25,Windows 11 Home Premium,15.6,No,intel core i5-11320h (11th gen),nvidia geforce gtx 1650,16.0,DDR4,512.0,,,,56999.0
Asus,,18.0,1.3,Windows 10 Home Basic,14.0,No,intel pentium quad core n5030,intel uhd 605,4.0,DDR4,256.0,,,No,27990.0
Asus,VivoBook 14,23.1,1.6,Windows 10 Home Basic,14.0,No,amd dual core athlon 3050u,amd radeon r2,4.0,DDR4,256.0,,,Yes,28990.0
Lenovo,Ideapad,,,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 - 5600h,nvidia geforce gtx 1650,8.0,DDR4,512.0,,,,57000.0
Asus,Vivobook,22.9,1.9,Windows 10 Home Basic,15.6,No,intel core i3-10110u (10th gen),intel uhd,8.0,DDR4,,1.0,,No,38990.0
Lenovo,Ideapad,,1.85,DOS,15.6,No,intel core i5-8250u (8th gen),nvidia geforce mx110,8.0,DDR4,,1.0,,No,42990.0
Asus,Vivobook,18.9,1.8,Windows 11 Home Basic,16.0,No,intel core i5-12450h (12th gen),nvidia geforce rtx 2050,8.0,DDR4,512.0,,,Yes,57990.0
Asus,Vivobook,21.4,1.2,Windows 10 Professional,11.6,No,intel celeron dual core n3350,intel hd graphics,2.0,DDR3,,500.0,,No,19490.0
Dell,Inspiron 15,19.0,1.8,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,,1.0,,No,42450.0
Lenovo,Ideapad,17.9,1.6,Windows 10 Home Basic,14.0,No,intel core i3-1005g1 (10th gen),intel uhd,8.0,DDR4,,1.0,,No,49000.0
Dell,Vostro,19.9,1.78,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,256.0,1.0,,No,59990.0
Asus,Chromebook,17.0,1.27,Google Chrome,14.0,No,intel core m3-8100y (8th gen),intel hd 615,4.0,,,,52.0,,67581.0
Asus,VivoBook 15,19.4,1.7,Windows 10 Home Basic,15.6,No,intel core i7-8550u (8th gen),nvidia geforce mx150,8.0,DDR4,,1.0,,Yes,57359.0
Asus,Vivobook,21.9,1.68,Windows 10 Home Basic,15.6,No,intel pentium quad core n5000,intel uhd 605,4.0,DDR4,,1.0,,Yes,22590.0
Asus,TUF Gaming A15,22.8,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 4800h,nvidia geforce rtx 3050,8.0,DDR4,512.0,,,No,77990.0
Lenovo,Ideapad,8.5,0.51,Windows 10 Home Basic,10.1,Yes,intel celeron dual core n4000,intel uhd 600,4.0,LPDDR4,64.0,,,No,26450.0
Lenovo,Ideapad,24.5,2.2,Windows 10 Home Basic,15.6,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,,1.0,,No,29990.0
HP,240,19.9,1.47,Windows 11 Home Basic,14.0,No,intel core i3-1115g4 (12th gen),intel uhd,8.0,DDR4,512.0,,,No,39999.0
Acer,Travelmate,19.9,1.65,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,No,52100.0
Lenovo,,26.0,1.92,DOS,15.6,No,amd dual core ryzen 3-5300u,amd radeon,4.0,DDR4,512.0,,,,26990.0
Lenovo,Yoga 7i,17.7,1.4,Windows 10 Home Basic,14.0,Yes,intel core i7-1165g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,No,98657.0
Asus,,21.4,2.3,Windows 10 Home Basic,17.3,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,No,43427.0
Asus,TUF,25.0,2.2,Windows 10 Home Basic,15.6,No,amd quad core ryzen 7 3750h,nvidia geforce gtx 1650,8.0,DDR4,512.0,,,No,59490.0
MSI,,29.5,2.62,Windows 10 Home Basic,15.6,No,intel core i7-8750h (8th gen),nvidia geforce rtx 2070,16.0,DDR4,512.0,1.0,,No,184990.0
Lenovo,Legion,23.5,2.3,Windows 10 Home Basic,15.6,No,intel core i5-10300h (10th gen),nvidia geforce gtx 1650,8.0,DDR4,256.0,1.0,,No,87000.0
Lenovo,Ideapad,17.9,1.55,Windows 10 Home Basic,15.6,No,intel core i5-9300h (9th gen),nvidia geforce gtx 1650,8.0,DDR4,512.0,,,No,57299.0
HP,Pavilion,19.9,1.77,Windows 10 Home Basic,15.6,Yes,intel core i5-8250u (8th gen),nvidia geforce mx130,8.0,DDR4,,2.0,,No,69999.0
Asus,TUF,26.6,2.7,Windows 10 Home Basic,17.3,No,amd quad core ryzen 5 3550h,nvidia geforce gtx 1650,8.0,DDR4,,1.0,,No,60990.0
Asus,VivoBook 15,22.9,1.9,Windows 10 Home Basic,15.6,No,intel pentium dual core 4417u,intel hd 610,4.0,DDR4,256.0,,,Yes,24990.0
Lenovo,,22.3,1.8,DOS,15.6,No,intel core i3-7020u (7th gen),intel uhd 620,4.0,DDR4,,1.0,,No,23400.0
HP,Envy x360,16.4,1.33,Windows 11 Home Basic,13.3,No,intel core i7-1165g7 (11th gen),intel iris x,16.0,DDR4,512.0,,,Yes,98680.0
Asus,Vivobook Max,28.0,2.2,Linux,15.6,No,intel core i3-7100u (7th gen),nvidia geforce 920m,4.0,DDR4,,1.0,,No,35000.0
VAIO,,20.0,1.39,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,Yes,73233.0
HP,Pavilion,23.5,1.98,Windows 10 Home Basic,15.6,No,amd quad core ryzen 7 3750h,nvidia geforce gtx 1650,8.0,DDR4,256.0,1.0,,No,73490.0
Asus,VivoBook 15,,,Windows 10 Home Basic,15.6,No,intel core i7-8550u (8th gen),nvidia geforce mx150,8.0,DDR4,,1.0,,Yes,55990.0
HP,,19.9,1.47,Windows 10 Home Basic,14.0,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,256.0,1.0,,No,59990.0
Asus,Vivobook,17.9,1.8,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel uhd,8.0,DDR4,256.0,1.0,,No,53990.0
Lenovo,Ideapad,20.0,1.85,Windows 10 Home Basic,15.6,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,256.0,1.0,,No,50990.0
Asus,ZenBook 13,13.9,1.14,Windows 10 Home Basic,13.3,No,amd octa core ryzen 7 5800u,amd radeon,16.0,LPDDR4X,1.0,,,No,102990.0
Dell,Vostro,23.7,2.2,Ubuntu,15.6,No,intel core i5-6200u (6th gen),intel hd 520,4.0,DDR3,,1.0,,No,41920.0
Lenovo,Ideapad,,2.2,Windows 10 Home Basic,15.6,No,amd dual core a6 9220,amd radeon r2,4.0,DDR4,,1.0,,No,28490.0
Asus,Vivobook,64.0,1.45,Windows 11 Home Basic,14.0,No,intel core i9-13900h (13th gen),nvidia geforce rtx 3050,16.0,DDR4,1.0,,63.0,Yes,114990.0
HP,250,19.9,1.74,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,8.0,DDR4,,1.0,,No,37990.0
Lenovo,Ideapad,,1.9,DOS,15.6,No,intel core i3-6006u (6th gen),intel hd 520,4.0,DDR4,,2.0,,No,29671.0
Lenovo,Thinkpad,16.5,1.22,Windows 10 Home Basic,13.3,No,intel core i7-8665u (8th gen),intel uhd,8.0,DDR4,512.0,,,No,22689.0
Asus,TUF Dash F15,19.9,2.0,Windows 10 Home Basic,15.6,No,intel core i7-11370h (11th gen),nvidia geforce rtx 3070,16.0,DDR4,1.0,,,No,149990.0
Asus,VivoBook Flip 14,18.2,1.5,Windows 10 Home Basic,14.0,No,amd hexa core ryzen 5 4500u,amd radeon rx vega 6,8.0,DDR4,512.0,,,Yes,69990.0
Asus,Vivobook,64.0,1.8,Windows 11 Home Basic,16.0,No,intel core i5-12450h (12th gen),nvidia geforce rtx 2050,16.0,DDR4,512.0,,,Yes,75999.0
Asus,VivoBook 14,19.9,1.6,Windows 10 Home Basic,14.0,No,amd quad core ryzen 5 3500u,amd radeon vega 8,4.0,DDR4,512.0,,,Yes,45300.0
Asus,Zenbook 14,13.9,1.17,Windows 10 Home Basic,14.0,No,intel core i7-1165g7 (11th gen),intel iris xe,16.0,LPDDR4X,512.0,,,No,75990.0
Acer,,17.9,1.76,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 5500u,amd radeon,8.0,DDR4,512.0,,,No,49990.0
Smartron,,9.0,1.38,Windows 10 Home Basic,12.2,Yes,intel core i5-7y54 (7th gen),intel hd 615,4.0,DDR3,128.0,,,No,41390.0
Acer,Aspire 5,18.9,1.78,Windows 11 Home Basic,15.6,No,intel core i3-1305u (13th gen),intel uhd,8.0,LPDDR5,512.0,,50.0,,37990.0
HP,,22.5,1.77,Windows 10 Home Basic,15.6,No,intel celeron dual core n4000,intel uhd 600,4.0,DDR4,,1.0,,No,21499.0
Asus,VivoBook 15,,1.8,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,,1.0,,No,29990.0
Asus,FX,25.0,2.5,Windows 10 Home Basic,15.6,No,intel core i7-7700hq (7th gen),nvidia geforce gtx 1050,8.0,DDR4,128.0,1.0,,No,87990.0
Dell,Alienware,19.7,2.5,Windows 10 Home Basic,15.6,No,intel core i9-10980hk (10th gen),nvidia geforce rtx 2080 with max-q,32.0,DDR4,1.0,,,No,356166.0
Asus,VivoBook Flip 14,18.0,1.5,Windows 10 Home Basic,14.0,No,amd quad core ryzen 3 4300u,amd radeon rx vega 5,4.0,DDR4,256.0,,,Yes,49990.0
Lenovo,Thinkpad,,1.77,Windows 10 Professional,14.0,No,intel core i7-10510u (10th gen),amd radeon rx 640,16.0,DDR4,512.0,,,No,126000.0
Lenovo,,20.0,2.2,DOS,14.0,No,amd dual core a4-5350b,amd radeon r5,4.0,DDR4,,1.0,,No,23490.0
Acer,Aspire 3,18.9,1.7,Windows 11 Home Basic,15.6,No,intel core i3-n305 (12th gen),intel uhd,8.0,LPDDR5,256.0,,40.0,,29980.0
Asus,VivoBook 14,19.0,1.55,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel uhd,8.0,DDR4,256.0,,,No,49990.0
Asus,R,25.5,2.1,DOS,15.6,No,intel core i7-7500u (7th gen),nvidia geforce 820m,8.0,DDR4,,1.0,,No,50990.0
Asus,Vivobook,18.0,1.8,Windows 11 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,,61990.0
Dell,,25.0,2.4,Windows 10,15.6,No,intel core i5-10200h (10th gen),nvidia geforce gtx 1650,8.0,DDR4,512.0,,,,78324.0
Asus,ROG Strix Scar 15,24.9,2.57,Windows 10 Home Basic,15.6,No,intel core i7-10875h (10th gen),nvidia geforce rtx 2070 super,16.0,DDR4,1.0,,,No,141504.0
HP,ENVY 17,23.0,3.05,Windows 10 Home Basic,17.3,Yes,intel core i7-8550u (8th gen),nvidia geforce mx150,12.0,DDR4,128.0,1.0,,No,163601.0
HP,Pavilion Gaming,23.5,2.35,Windows 10 Home Basic,16.1,No,intel core i7-10870h (10th gen),nvidia geforce gtx 1650 ti,16.0,DDR4,256.0,1.0,,No,96490.0
Asus,VivoBook 14,19.6,1.6,Windows 10 Home Basic,14.1,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,No,34200.0
Dell,Inspiron 15,17.8,2.2,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel uhd,8.0,DDR4,512.0,,,Yes,71999.0
Asus,ZenBook 13,18.9,1.26,Windows 10 Professional,13.3,No,intel core i5-10210u (10th gen),nvidia geforce mx250,8.0,LPDDR3,512.0,,,Yes,82300.0
Acer,Aspire 3,19.9,,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,Yes,36850.0
Acer,Predator Triton 500,19.9,2.4,Windows 11 Home Basic,16.0,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3070 ti,32.0,LPDDR5,2.0,,,No,135323.0
Acer,Aspire 3,19.0,1.78,Windows 11 Home Basic,15.6,No,intel core i5-1235u (12th gen),intel iris xe,8.0,DDR4,512.0,,,,56999.0
Acer,Aspire 3,19.9,1.45,Windows 11 Home Basic,14.0,No,intel pentium silver n6000,intel uhd,4.0,DDR4,256.0,,,,29999.0
Dell,Inspiron 15,23.5,1.8,Windows 11 Home Basic,15.6,No,amd dual core athon - 3050u,amd radeon,4.0,DDR4,256.0,,,No,42711.0
Acer,Swift 5,14.9,1.05,Windows 11 Home Basic,14.0,Yes,intel core i7-1165g7 (11th gen),intel iris xe,16.0,LPDDR4,1.0,,,Yes,94990.0
Dell,Inspiron 14,18.3,1.55,Windows 11 Home Basic,14.0,No,intel core i5-1240p (12th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,69990.0
Acer,Nitro 5,23.9,2.3,Windows 10 Home Basic,15.6,No,amd hexa core ryzen 5 - 4600h,nvidia geforce gtx 1650,8.0,DDR4,256.0,1.0,,,60990.0
Dell,Inspiron 15,17.9,1.63,Windows 11 Home Basic,15.6,No,intel core i5-11320h (11th gen),nvidia geforce mx450,8.0,DDR4,512.0,,,Yes,64990.0
Dell,Inspiron 15,18.9,1.85,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,1.0,,,48999.0
Dell,Inspiron 14,19.0,1.55,Windows 11 Home Basic,14.0,No,intel core i3-1215u (12th gen),intel uhd,8.0,DDR4,512.0,,,Yes,52250.0
Asus,TUF Gaming F15,,,Windows 11 Home Basic,15.6,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3060,16.0,DDR4,512.0,,,,114990.0
Dell,XPS,19.5,2.57,Windows 11 Home Basic,17.0,,intel core i7-12700h (12th gen),nvidia geforce rtx 3060,16.0,DDR5,1.0,,,Yes,170000.0
Dell,Inspiron 15,18.9,1.85,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,,,41990.0
Dell,Inspiron 14,19.0,1.55,Windows 11 Home Basic,14.0,No,intel core i5-1240p (12th gen),nvidia geforce mx570,16.0,DDR4,512.0,,,Yes,74989.0
Acer,Predator Helios 300,25.9,2.6,Windows 11 Home Basic,15.6,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3070,16.0,DDR5,1.0,,90.0,No,174990.0
Dell,Inspiron 14,19.0,1.55,Windows 11 Home Basic,14.0,No,intel core i7-1255u (12th gen),nvidia geforce mx570,16.0,DDR4,1.0,,,Yes,87490.0
HP,ZBook,23.0,1.89,Windows 10 Professional,15.6,No,intel core i7-11800h (12th gen),nvidia geforce rtx a2000,32.0,DDR4,1.0,,,,241959.0
Dell,Inspiron 14,17.9,1.46,Windows 11 Home Basic,14.0,No,intel core i3-1125g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,,49489.0
Dell,Inspiron 14,17.9,1.46,Windows 11 Home Basic,14.0,No,intel core i5-11320h (11th gen),nvidia geforce mx450,8.0,DDR4,512.0,,,,64989.0
Dell,,23.3,2.4,Windows 10 Home Basic,15.6,No,intel core i7-10870h (10th gen),nvidia geforce rtx 3050 ti,16.0,DDR4,512.0,,,,96990.0
Dell,Inspiron 14,17.9,1.46,Windows 11 Home Basic,14.0,No,intel core i7-11390h (11th gen),nvidia geforce mx450,16.0,DDR4,512.0,,,,84989.0
Dell,Inspiron 15,14.6,1.63,Windows 11 Home Basic,15.6,No,intel core i5-11320h (11th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,66989.0
Dell,Inspiron 14,19.0,1.54,Windows 11 Home Basic,14.0,No,amd octa core ryzen 7-5825u,amd radeon,16.0,DDR4,512.0,,,,72989.0
Dell,Inspiron 15,17.9,1.63,Windows 11 Home Basic,15.6,No,intel core i3-1125g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,Yes,49489.0
Asus,VivoBook 15,19.9,1.7,Windows 11 Home Basic,15.6,No,intel core i5-1240p (12th gen),intel uhd,8.0,DDR4,512.0,,42.0,Yes,58980.0
HP,,,,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel integrated,8.0,DDR4,,1.0,,,45165.0
Acer,Travelmate,20.9,1.4,Windows 11 Home Basic,11.6,No,intel celeron dual core-n4020,intel uhd 600,4.0,DDR4,256.0,,,No,23990.0
HP,Envy x360,16.4,1.3,Windows 11 Home Basic,13.3,No,amd hexa core ryzen 5 - 5600u,amd radeon,8.0,DDR4,512.0,,51.0,Yes,70480.0
MSI,Katana GF66,25.0,2.25,Windows 11 Home Basic,15.6,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,,132990.0
Dell,Inspiron 15,17.9,1.63,Windows 11 Home Basic,15.6,No,intel core i5-11320h (11th gen),intel iris xe,8.0,DDR4,512.0,,,Yes,62490.0
Asus,ROG Zephyrus G14,19.9,1.7,Windows 10 Home Basic,14.0,No,amd octa core ryzen 9-5900hs,nvidia geforce rtx 3050 ti,16.0,DDR4,1.0,,,Yes,130990.0
Dell,Vostro,17.9,1.91,Windows 11 Home Basic,16.0,No,intel core i5-1240p (12th gen),intel uhd,8.0,DDR4,512.0,,,Yes,66199.0
MSI,GE66 Raider,23.4,2.38,Windows 11 Home Basic,15.6,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3070 ti,16.0,DDR5,1.0,,,,147743.0
Dell,Vostro,17.9,1.91,Windows 11 Home Basic,16.0,No,intel core i7-1260p (12th gen),nvidia geforce mx570,16.0,DDR4,1.0,,,Yes,95800.0
HP,,17.9,1.46,Windows 10 Home Basic,14.0,Yes,amd dual core ryzen 3-3250u,amd radeon,8.0,DDR4,128.0,,,,56952.0
Lenovo,Ideapad,24.2,2.25,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7-5800h,nvidia geforce rtx 3050,16.0,DDR4,512.0,,,,87717.0
Asus,ExpertBook P1,19.9,1.8,DOS,15.6,No,intel core i3-1115g4 (11th gen),intel integrated hd,4.0,DDR4,256.0,,,No,34988.0
Dell,Vostro,17.9,1.91,Windows 11 Home Basic,16.0,No,intel core i5-1240p (12th gen),intel iris xe,16.0,DDR4,512.0,,54.0,Yes,70200.0
Lenovo,,20.0,1.85,Windows 10 Home Basic,15.6,,amd quad core ryzen 3-3250u,amd radeon,4.0,DDR4,,1.0,,,32999.0
MSI,Crosshair 15,26.9,2.47,Windows 11 Home Basic,15.6,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3070,16.0,DDR4,1.0,,,No,179990.0
MSI,Prestige,15.9,1.29,Windows 10 Home Basic,14.0,No,intel core i7-1185g7 (11th gen),intel iris xe,16.0,LPDDR4X,512.0,,,Yes,84990.0
Dell,Vostro,17.9,1.91,Windows 11 Home Basic,16.0,No,intel core i5-1240p (12th gen),nvidia geforce mx570,16.0,DDR4,512.0,,,Yes,77800.0
Dell,Vostro,15.6,1.9,Windows 11 Home Basic,16.0,No,amd hexa core ryzen 5-5625u,amd radeon,16.0,DDR4,512.0,,,Yes,58499.0
HP,Elitebook,18.0,1.3,Windows 10,14.0,,intel core i5-1135g7 (11th gen),intel integrated,8.0,DDR4,512.0,,,,120824.0
HP,,23.0,1.89,Windows 10 Professional,15.6,No,intel core i7-11800h (11th gen),nvidia geforce t600,16.0,DDR4,1.0,,,,175999.0
Lenovo,Ideapad,,1.4,Windows 11 Home Basic,14.0,,amd hexa core ryzen 5 5500u,amd radeon,8.0,DDR4,512.0,,,Yes,52490.0
HP,255,69.0,2.8,Windows 11 Home Basic,15.6,,amd quad core ryzen 3 3250u,amd radeon,8.0,DDR4,256.0,,,,36584.0
Dell,Alienware,27.0,2.42,Windows 11 Home Basic,15.6,,intel core i7-12700h (12th gen),nvidia geforce rtx 3070 ti,16.0,DDR5,1.0,,86.0,,214990.0
Dell,Alienware,27.0,2.69,Windows 11 Home Basic,15.6,,intel core i7-12700h (12th gen),nvidia geforce rtx 3080 ti,32.0,DDR5,1.0,,,,269990.0
Dell,Vostro,23.0,1.69,Windows 11 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,8.0,DDR4,256.0,,,,39989.0
Asus,ROG Zephyrus G14,17.5,1.7,Windows 10 Home Basic,14.0,No,amd ryzen 7-4800hs,nvidia geforce gtx1650,8.0,DDR4,512.0,,,,74500.0
Asus,Vivobook,80.0,1.8,Windows 10 Home Basic,15.6,No,intel core i3-10110u (10th gen),intel integrated,4.0,DDR4,,1.0,,Yes,38000.0
Acer,Aspire 3,19.9,1.9,Windows 11 Home Basic,15.6,No,amd dual core ryzen 3 3250u,amd radeon,4.0,DDR4,512.0,,,No,31499.0
HP,Elitebook,18.0,1.3,Windows 10,14.0,,intel core i7-1165g7 (11th gen),intel iris xe,16.0,DDR4,1.0,,,,151000.0
Acer,Extensa,23.0,1.7,Windows 11 Home Basic,15.6,,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,,1.0,,,35490.0
HP,ZBook,23.0,1.89,Windows 10 Professional,15.6,,intel core i7-11800h (11th gen),nvidia t1200,32.0,DDR4,1.0,,,,189499.0
Acer,Aspire 3,19.0,1.7,Windows 11 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR3,,1.0,,No,38190.0
Asus,,23.0,2.0,DOS,15.6,No,intel core i3-10110u (10th gen),intel hd,4.0,,,1.0,,No,34590.0
Acer,Nitro 5,23.9,2.4,Windows 10 Home Basic,15.6,No,amd ryzen 7 5800h,nvidia geforce rtx 3060,16.0,DDR4,256.0,1.0,,No,119990.0
HP,250,24.0,3.0,Windows 10 Professional,15.6,No,intel core i5-1135g7 (11th gen),intel integrated,8.0,DDR4,512.0,,,,73390.0
Lenovo,Ideapad,23.0,1.65,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 5500u,amd radeon,4.0,,512.0,,45.0,,53990.0
Asus,TUF,25.0,5.0,Windows 10 Home Basic,15.6,No,intel core i7-11600h (11th gen),nvidia geforce rtx 3050,16.0,DDR4,512.0,,,,95900.0
Dell,Inspiron 15,17.0,1.8,Windows 10 Home Basic,15.6,No,intel core i5-10300h (10th gen),nvidia geforce gtx 1650 ti,8.0,DDR4,512.0,,,No,89900.0
Lenovo,Thinkpad,21.0,1.7,DOS,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,,,No,46500.0
Dell,Inspiron 15,,1.83,Windows 10 Home Basic,15.6,No,amd dual core ryzen 3 3250u,amd radeon vega 8,8.0,DDR4,,1.0,,No,37990.0
Asus,TUF Dash F15,20.0,2.0,Windows 10 Home Basic,15.6,No,intel core i7-11370h (11th gen),nvidia geforce rtx 3070,16.0,DDR4,1.0,,,No,134980.0
Lenovo,Ideapad,19.9,1.7,Windows 11 Home Basic,15.6,No,intel core i3-10110u (10th gen),intel uhd,8.0,DDR4,256.0,,,No,24837.0
Asus,TUF Gaming A17,24.7,2.6,Windows 10 Home Basic,17.3,No,amd octa core ryzen 7 5800h,nvidia geforce rtx 3060,16.0,DDR4,1.0,,90.0,No,117990.0
Dell,Inspiron 15,20.0,1.83,Windows 10 Home Basic,15.6,No,amd dual core athlon 3050u,amd radeon,4.0,DDR4,256.0,,,No,32849.0
Asus,TUF Gaming F15,24.9,2.3,Windows 10 Home Basic,15.6,No,intel core i5-10300h (10th gen),nvidia geforce gtx 1650,8.0,DDR4,512.0,,,No,58999.0
Lenovo,ThinkBook,15.0,1.26,Windows 10 Home Basic,13.3,No,intel core i7-1165g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,95000.0
HP,,17.9,1.74,Windows 11 Home Basic,15.6,No,intel core i5-1155g7 (11th gen),intel iris x,8.0,DDR4,512.0,,,No,61900.0
Asus,ROG Zephyrus G14,17.9,1.6,Windows 10 Home Basic,14.0,No,amd octa core ryzen 9 5900hs,nvidia geforce rtx 3050,16.0,DDR4,1.0,,76.0,No,116990.0
Asus,TUF Gaming A15,24.7,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 5800h,nvidia geforce rtx 3060,16.0,DDR4,512.0,,90.0,No,112990.0
Asus,ROG Strix G15,24.7,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3070,16.0,DDR4,1.0,,,No,169990.0
Lenovo,ThinkBook,20.0,2.0,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,No,45900.0
Asus,VivoBook 15,17.9,1.8,Windows 10 Home Basic,15.6,No,intel core i7-1165g7 (11th gen),intel iris xe,8.0,DDR4,256.0,1.0,,No,66990.0
Avita,Liber,19.0,1.25,Windows 10 Home Basic,14.0,No,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,512.0,,,No,40990.0
Asus,TUF Gaming F15,22.8,2.2,Windows 10 Home Basic,15.6,No,intel core i5-11400h (11th gen),nvidia geforce rtx 3050 ti,16.0,DDR4,512.0,,,No,77990.0
Lenovo,Ideapad,,2.4,Windows 11 Home Basic,15.6,No,intel core i3 (11th gen),intel integrated,8.0,DDR4,512.0,,,No,39650.0
Lenovo,Ideapad,17.9,1.6,Windows 10 Home Basic,15.6,No,intel core i5-1035g1 (10th gen),nvidia geforce mx250,8.0,DDR4,256.0,1.0,,No,66999.0
Lenovo,Ideapad,19.9,1.39,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,Yes,63999.0
